timestamp,session_id,symbol,user,current_price,max_3h,min_3h,range_3h_pct,week_min,week_max,week_range_pct,price_position_pct,range_48h_pct,zone_high_time_pct,zone_low_time_pct,regime,volatility,trend_strength,direction_density,maximos_trend,minimos_trend,maximos_strength,minimos_strength,extremes_alignment,extremes_count_max,extremes_count_min,momentum_1d,momentum_3d,momentum_7d,momentum_strength,momentum_direction,wickdowns_count_3h,wickups_count_3h,total_wicks_3h,strongest_wick_pct,wick_activity_ratio,wick_threshold_used,stability_threshold_used,max_time_used,avg_window_size,market_stress,trend_momentum_alignment,zone_pressure,cycles_count,cycles_quality_avg,cycle_consistency,dominant_cycle_direction,target_multiclass,target_binary_buy,target_binary_sell,target_confidence
2025-10-04T17:49:42.837767,20251004_174933,ETHUSD_PERP,biGGzeta,0.0,0,0,0,0,0,0,50,0,0,0,unknown,0.0,0.0,0.0,unknown,unknown,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,neutral,0,0,0,0.0,0,0.05,0.5,15,5.0,0.0,0,balanced,0,0.0,0,lateral,1,0,0,50
