timestamp,session_id,symbol,user,current_price,max_3h,min_3h,range_3h_pct,week_min,week_max,week_range_pct,price_position_pct,range_48h_pct,zone_high_time_pct,zone_low_time_pct,regime,volatility,trend_strength,direction_density,maximos_trend,minimos_trend,maximos_strength,minimos_strength,extremes_alignment,extremes_count_max,extremes_count_min,momentum_1d,momentum_3d,momentum_7d,momentum_strength,momentum_direction,wickdowns_count_3h,wickups_count_3h,total_wicks_3h,strongest_wick_pct,wick_activity_ratio,wick_threshold_used,stability_threshold_used,max_time_used,avg_window_size,market_stress,trend_momentum_alignment,zone_pressure,cycles_count,cycles_quality_avg,cycle_consistency,dominant_cycle_direction,target_multiclass,target_binary_buy,target_binary_sell,target_confidence
2025-10-04T04:53:45.286766,20251004_045312,ETHUSD_PERP,biGGzeta,4496.25,4500.19,4465.12,0.7854212204823097,3965.68,4594.87,15.865879243912772,84.32587930513837,5.975381649018978,1.6,7.8,low_volatility,2.413,0.959,50.298,crecientes,crecientes,54.3,71.5,True,16,13,0.0,8.1,0.16,8.1,alcista,6,5,11,0.08368612779363498,0.06111111111111111,0.02,0.965,8,10.666666666666666,3.8922444444444446,0.8099999999999999,low,3,80.0,0.8,lateral,1,0,0,50
