timestamp,session_id,symbol,user,current_price,max_3h,min_3h,range_3h_pct,week_min,week_max,week_range_pct,price_position_pct,range_48h_pct,zone_high_time_pct,zone_low_time_pct,regime,volatility,trend_strength,direction_density,maximos_trend,minimos_trend,maximos_strength,minimos_strength,extremes_alignment,extremes_count_max,extremes_count_min,momentum_1d,momentum_3d,momentum_7d,momentum_strength,momentum_direction,wickdowns_count_3h,wickups_count_3h,total_wicks_3h,strongest_wick_pct,wick_activity_ratio,wick_threshold_used,stability_threshold_used,max_time_used,avg_window_size,market_stress,trend_momentum_alignment,zone_pressure,cycles_count,cycles_quality_avg,cycle_consistency,dominant_cycle_direction,target_multiclass,target_binary_buy,target_binary_sell,target_confidence
2025-10-04T21:35:12.172340,20251004_213439,ETHUSD_PERP,biGGzeta,4489.98,4495.12,4450.68,0.9984991057546171,3965.68,4594.87,15.865879243912772,83.329359970756,3.7497742052023053,0.7,18.4,low_volatility,2.405,0.955,50.208,decrecientes,decrecientes,21.2,40.0,True,13,13,0.0,0.0,0.82,0.82,neutral,3,3,6,0.04560501165708995,0.03333333333333333,0.02,0.962,8,10.666666666666666,2.7763333333333335,0.08199999999999999,low,3,80.0,0.8,lateral,-1,0,1,70
